LST,Latitude,Longitude,height,LST_Difference,height_Difference
17.230000000000018,51.46946044266205,-0.2155204232861362,54.85679626464844,-11.087025324863244,-66.14533996582031
17.99000000000001,51.470214028691885,-0.2159925270923382,58.09457015991211,-10.327025324863254,-62.90756607055664
16.630000000000052,51.46973164303522,-0.21434323702963776,48.727317810058594,-11.68702532486321,-72.27481842041016
17.750000000000057,51.47047487301184,-0.21480276284124397,54.61794662475586,-10.567025324863206,-66.38418579101562
18.49000000000001,51.47126166634051,-0.215314556162587,49.401390075683594,-9.827025324863254,-71.60074615478516
20.110000000000014,51.47201479437582,-0.21578586367804614,52.828224182128906,-8.207025324863249,-68.17391204833984
21.750000000000057,51.47277866753267,-0.21627001882995786,53.543209075927734,-6.567025324863206,-67.45892333984375
16.610000000000014,51.46922662067073,-0.21264915581417235,53.27851104736328,-11.707025324863249,-67.72362518310547
16.850000000000023,51.46995931293365,-0.21311383405790196,53.67032241821289,-11.46702532486324,-67.33181762695312
17.79000000000002,51.47072524178414,-0.21360048214488067,53.75389862060547,-10.527025324863242,-67.24823760986328
18.33000000000004,51.471505886664914,-0.21410473023610574,50.111690521240234,-9.987025324863222,-70.89044189453125
19.870000000000005,51.472270064191626,-0.2145891604190848,50.7160758972168,-8.447025324863258,-70.28605651855469
21.950000000000045,51.47302921153919,-0.2150675019306088,52.64015579223633,-6.367025324863217,-68.36198425292969
22.890000000000043,51.473764150770926,-0.21553460566104482,52.62797546386719,-5.427025324863219,-68.37416076660156
22.150000000000034,51.47452945589292,-0.21602022348998623,53.04856491088867,-6.1670253248632285,-67.95356750488281
16.630000000000052,51.46947272742837,-0.21144213080637023,53.43416976928711,-11.68702532486321,-67.56796264648438
17.03000000000003,51.470207997890064,-0.21190976261047853,53.16762161254883,-11.287025324863233,-67.83451843261719
17.870000000000005,51.470978724988974,-0.21240201756166105,52.02595901489258,-10.447025324863258,-68.97618103027344
19.53000000000003,51.471752614454275,-0.21289800456173175,50.11309814453125,-8.787025324863233,-70.8890380859375
20.53000000000003,51.47251793012316,-0.2133836547915709,50.42805862426758,-7.787025324863233,-70.57408142089844
21.710000000000036,51.473279391007004,-0.21386462949142085,51.76270294189453,-6.607025324863226,-69.23943328857422
22.950000000000045,51.474008824521924,-0.21432499548275255,53.157257080078125,-5.367025324863217,-67.84487915039062
23.450000000000045,51.47478295153697,-0.2148210360185846,51.328853607177734,-4.867025324863217,-69.67327880859375
24.450000000000045,51.47554512279584,-0.21530268392751173,52.58657455444336,-3.867025324863217,-68.41555786132812
25.170000000000016,51.47631052337592,-0.21578815805391913,53.055484771728516,-3.1470253248632467,-67.9466552734375
26.57000000000005,51.477070216867816,-0.2162667441541336,55.013206481933594,-1.7470253248632126,-65.98892974853516
17.670000000000016,51.46972652831732,-0.21024442312893932,51.552703857421875,-10.647025324863247,-69.44943237304688
17.370000000000005,51.47044786498469,-0.21069521545026126,54.852413177490234,-10.947025324863258,-66.14971923828125
17.77000000000004,51.47121731438995,-0.21118579040607804,54.038124084472656,-10.547025324863224,-66.9640121459961
19.79000000000002,51.471981809431014,-0.21167037274213277,54.52643585205078,-8.527025324863242,-66.47570037841797
20.670000000000016,51.472743004831386,-0.2121509477537671,55.89278793334961,-7.647025324863247,-65.10934448242188
22.53000000000003,51.47351377823397,-0.21264293633130893,54.848697662353516,-5.787025324863233,-66.1534423828125
24.150000000000034,51.474256206370114,-0.21311872564037926,52.92741775512695,-4.1670253248632285,-68.07472229003906
23.77000000000004,51.47502104058344,-0.21360349007314405,53.47060012817383,-4.547025324863224,-67.53153991699219
25.250000000000057,51.47579368123623,-0.2140975257548253,52.059959411621094,-3.067025324863206,-68.94217681884766
26.05000000000001,51.476552889722676,-0.21457544653244837,54.107906341552734,-2.2670253248632513,-66.89422607421875
27.010000000000048,51.4773074272402,-0.21504772746608405,57.379005432128906,-1.3070253248632149,-63.623130798339844
25.870000000000005,51.47809047601182,-0.2155540531366967,53.426658630371094,-2.447025324863258,-67.57547760009766
24.370000000000005,51.478824669374774,-0.2160196606497897,53.81108093261719,-3.947025324863258,-67.19105529785156
16.910000000000025,51.46919850896748,-0.20854144996264834,53.65187454223633,-11.407025324863238,-67.35026550292969
17.870000000000005,51.469958959995495,-0.20902121145831806,55.07102584838867,-10.447025324863258,-65.93110656738281
18.250000000000057,51.47069730530507,-0.20949224373496078,54.02007293701172,-10.067025324863206,-66.98206329345703
18.190000000000055,51.471462195623154,-0.20997721107174502,54.37305450439453,-10.127025324863208,-66.62908172607422
20.05000000000001,51.47222141681889,-0.21045533773603545,56.209835052490234,-8.267025324863251,-64.79229736328125
21.410000000000025,51.47298468541192,-0.2109382539839492,57.047096252441406,-6.907025324863238,-63.955039978027344
22.57000000000005,51.47375545710331,-0.2114300909119867,56.004417419433594,-5.747025324863213,-64.99771881103516
24.49000000000001,51.4744980445895,-0.21190592368991076,54.043582916259766,-3.8270253248632535,-66.95855712890625
25.210000000000036,51.475266668550425,-0.21239507647525177,53.6212272644043,-3.1070253248632262,-67.38090515136719
25.610000000000014,51.47603645370788,-0.21288554597116982,52.939823150634766,-2.707025324863249,-68.06231689453125
26.250000000000057,51.47680086419768,-0.2133695469963676,53.663360595703125,-2.067025324863206,-67.33877563476562
26.670000000000016,51.47756565422788,-0.21385394622831458,54.32540512084961,-1.6470253248632467,-66.67672729492188
26.950000000000045,51.4783365797645,-0.21434562090402562,53.46145248413086,-1.3670253248632172,-67.54067993164062
26.310000000000002,51.47906928907295,-0.21480931617434385,54.22455978393555,-2.0070253248632604,-66.77757263183594
