,LST,Latitude,Longitude,height,LST_Difference,height_Difference
0,25.650000000000034,50.889769128779896,4.288939438656695,99.0506591796875,5.940716178056576,-17.63666534423828
1,26.99000000000001,50.89042051047709,4.289056260277098,98.48468780517578,7.280716178056551,-18.20263671875
2,25.350000000000023,50.89104530136735,4.2891754725821185,101.63105010986328,5.6407161780565644,-15.0562744140625
3,26.07000000000005,50.89169723664471,4.289299496600841,104.79227447509766,6.360716178056592,-11.895050048828125
4,28.810000000000002,50.88322799833861,4.288860748709892,87.26490020751953,9.100716178056544,-29.42242431640625
5,27.29000000000002,50.883853744895745,4.288989059855619,95.11954498291016,7.580716178056562,-21.567779541015625
6,27.03000000000003,50.88450578415382,4.2891127204582995,98.09304809570312,7.320716178056571,-18.594276428222656
7,26.49000000000001,50.885158015528894,4.2892387689389295,102.30301666259766,6.780716178056551,-14.384307861328125
8,26.430000000000007,50.885809204455676,4.289353091474068,100.44313049316406,6.7207161780565485,-16.24419403076172
9,27.650000000000034,50.886460660587005,4.2894705628903935,100.206787109375,7.940716178056576,-16.48053741455078
10,27.110000000000014,50.887113181072806,4.289600560666198,106.46267700195312,7.400716178056555,-10.224647521972656
11,26.510000000000048,50.88773785442104,4.289717977455543,108.68158721923828,6.8007161780565895,-8.0057373046875
12,26.07000000000005,50.88841571427863,4.289831593543449,103.97592163085938,6.360716178056592,-12.711402893066406
13,25.710000000000036,50.889039696598715,4.28994088910564,101.98700714111328,6.000716178056578,-14.7003173828125
14,26.110000000000014,50.88969110569799,4.290058237879617,101.69100952148438,6.400716178056555,-14.996315002441406
15,25.950000000000045,50.890342762229814,4.29017871880914,103.017578125,6.240716178056587,-13.669746398925781
16,25.53000000000003,50.89096703155017,4.290291719498111,102.94673919677734,5.820716178056571,-13.740585327148438
17,25.57000000000005,50.89161893693145,4.290415598718948,106.03443908691406,5.860716178056592,-10.652885437011719
18,26.970000000000027,50.877284297360475,4.288902478252844,81.82791900634766,7.260716178056569,-34.859405517578125
19,26.690000000000055,50.877963362039154,4.28902808082768,83.32978057861328,6.980716178056596,-33.3575439453125
20,26.77000000000004,50.8785876572045,4.289139722666642,82.55756378173828,7.06071617805658,-34.1297607421875
21,27.250000000000057,50.87923874703609,4.289252330323224,79.8078842163086,7.5407161780565986,-36.87944030761719
22,26.910000000000025,50.879889895816504,4.289365552738503,77.37540435791016,7.200716178056567,-39.311920166015625
23,26.370000000000005,50.88054130302344,4.2894815539749525,76.37504577636719,6.660716178056546,-40.312278747558594
24,28.410000000000025,50.88119289835671,4.289599601741703,76.43999481201172,8.700716178056567,-40.24732971191406
25,27.010000000000048,50.88184464024563,4.289719328477771,77.37432098388672,7.3007161780565895,-39.31300354003906
26,28.110000000000014,50.88246960270167,4.289838595930668,80.54927825927734,8.400716178056555,-36.13804626464844
27,28.750000000000057,50.8831492409395,4.28997147843163,85.82160186767578,9.040716178056599,-30.86572265625
28,26.630000000000052,50.88377480355856,4.290097865108833,92.68730163574219,6.920716178056594,-24.000022888183594
29,25.470000000000027,50.88442710284652,4.290224586145388,97.248046875,5.760716178056569,-19.43927764892578
30,25.910000000000025,50.88507926839483,4.29035005001094,101.15791320800781,6.200716178056567,-15.529411315917969
31,25.850000000000023,50.88573081305189,4.290468637226306,101.50310516357422,6.1407161780565644,-15.184219360351562
32,26.29000000000002,50.886382626444245,4.290590466684528,103.52323150634766,6.580716178056562,-13.164093017578125
33,25.510000000000048,50.88703469701019,4.290715443564619,107.18172454833984,5.8007161780565895,-9.505599975585938
34,26.410000000000025,50.88765957433626,4.290835467383111,110.75315856933594,6.700716178056567,-5.934165954589844
35,25.79000000000002,50.88833777909496,4.290953479060928,108.31776428222656,6.080716178056562,-8.369560241699219
36,25.310000000000002,50.88896203460511,4.291066358121948,108.18260192871094,5.600716178056544,-8.504722595214844
37,26.350000000000023,50.88961343074285,4.2911838872750145,107.97737884521484,6.6407161780565644,-8.709945678710938
38,25.230000000000018,50.890265029654664,4.291303995133001,109.10990142822266,5.52071617805656,-7.577423095703125
39,25.090000000000032,50.890889262253,4.291416867456579,108.9699935913086,5.3807161780565735,-7.7173309326171875
40,24.390000000000043,50.89154042338477,4.291531734804527,107.38166809082031,4.680716178056585,-9.305656433105469
41,29.630000000000052,50.87077217227671,4.288864147978339,88.6615219116211,9.920716178056594,-28.025802612304688
42,30.470000000000027,50.87139620909901,4.28897286839383,86.37895202636719,10.760716178056569,-30.308372497558594
43,29.670000000000016,50.87204688844653,4.289081382865243,81.51201629638672,9.960716178056558,-35.17530822753906
44,29.29000000000002,50.87269852943262,4.28919904549412,81.38036346435547,9.580716178056562,-35.30696105957031
45,30.090000000000032,50.87334995859082,4.289314742326447,80.23025512695312,10.380716178056574,-36.457069396972656
46,30.83000000000004,50.874001412882954,4.289430732667773,79.23147583007812,11.120716178056583,-37.455848693847656
47,28.250000000000057,50.87465288521491,4.289546978827446,78.35860443115234,8.540716178056599,-38.32872009277344
48,28.49000000000001,50.87527726310293,4.289659192469341,77.88046264648438,8.78071617805655,-38.806861877441406
49,29.07000000000005,50.875956145517904,4.289782747072975,78.32036590576172,9.360716178056592,-38.36695861816406
50,26.910000000000025,50.876580968041324,4.289899588073745,80.2393798828125,7.200716178056567,-36.44794464111328
51,27.77000000000004,50.877205616091146,4.290014798316476,81.31331634521484,8.06071617805658,-35.37400817871094
52,26.150000000000034,50.877884422379104,4.290137924371732,81.53050994873047,6.440716178056576,-35.15681457519531
53,26.430000000000007,50.87850825939256,4.290244980777039,78.3768310546875,6.7207161780565485,-38.31049346923828
